employee_id,name,department_id,role,work_mode,hours_per_week,productivity_score,years_of_experience
E1959,Lori Alvarez,3,Manager,Remote,57.4,9.05,10.4
E1960,Barbara Hunt,3,Lead,Remote,33.7,8.35,15.8
E1961,Sarah Martin,1,Executive,Hybrid,43.2,8.59,19.1
E1962,Francisco Johns,1,Intern,Remote,38.1,7.53,6.0
E1963,Christopher Nelson,1,Manager,Onsite,55.6,6.3,0.4
E1964,Thomas Kelly,4,Intern,Onsite,31.3,5.23,3.7
E1965,Joseph Mayer,4,Lead,Remote,49.8,4.19,15.3
E1966,Pamela White,1,Lead,Onsite,57.7,9.44,16.2
E1967,Paul Stephens,5,Executive,Remote,40.2,8.98,8.7
E1968,Samantha Cohen,4,Manager,Remote,46.6,9.71,18.6
E1969,Michael Barker,3,Lead,Onsite,42.7,8.32,15.4
E1970,Kevin Morrow,3,Executive,Onsite,44.0,9.96,4.8
E1971,Joseph Watson,1,Analyst,Hybrid,58.5,4.51,5.0
E1972,Mr. Thomas Garcia,5,Analyst,Onsite,47.1,4.23,5.5
E1973,Daniel Lopez,3,Analyst,Hybrid,54.3,7.65,2.5
E1974,Lisa Guerra,5,Analyst,Onsite,55.4,6.66,0.3
E1975,Kim Arnold,1,Intern,Remote,59.0,6.88,16.9
E1976,Ashley Stevens,2,Intern,Remote,47.4,4.48,17.9
E1977,Robert Mclean,5,Analyst,Remote,43.2,5.55,15.7
E1978,Eric Cox,3,Intern,Remote,36.8,5.05,17.4
E1979,Stacy Harper,6,Manager,Remote,33.4,4.23,13.7
E1980,Gloria Mckinney,4,Lead,Onsite,31.3,8.3,1.2
E1981,Robert Walker,6,Analyst,Onsite,30.5,9.07,17.0
E1982,Brenda Perez,5,Manager,Hybrid,37.0,4.65,10.1
E1983,Carlos Miller,1,Lead,Remote,37.1,5.95,7.4
E1984,Rachel Jones,6,Intern,Remote,49.3,9.26,2.9
E1985,Nicole Williams,3,Lead,Onsite,40.0,6.45,13.0
E1986,Ricky Palmer,4,Analyst,Hybrid,30.9,6.21,5.8
E1987,Bryan King,2,Lead,Remote,33.2,5.27,6.3
E1988,Michael Webster,6,Lead,Hybrid,51.4,9.64,7.6
E1989,Tamara Harris,5,Manager,Hybrid,51.8,6.29,20.0
E1990,Cathy Bell,1,Manager,Remote,47.0,9.99,12.6
E1991,Ryan Mcmahon,6,Intern,Hybrid,52.0,9.09,10.6
E1992,Hannah Martin,1,Lead,Onsite,49.8,7.12,6.3
E1993,Monica Allen,2,Lead,Onsite,57.3,5.97,16.0
E1994,Annette Lane,3,Executive,Onsite,39.4,9.83,13.9
E1995,Daniel Lee,4,Intern,Onsite,32.4,7.36,1.5
E1996,Steven Medina,3,Intern,Hybrid,36.9,8.72,4.6
E1997,Annette Lewis,2,Lead,Remote,53.3,6.45,11.7
E1998,Michelle Richardson,2,Lead,Onsite,53.9,6.05,2.4
E1999,Jessica Rosario,4,Intern,Hybrid,59.5,7.46,12.7
E2000,Henry Gray,2,Executive,Onsite,30.5,4.72,5.3
